Optimizer,objfname,ExecutionTime,Iter_acc1,Iter_cross1,Iter_recall1,Iter_pre1,Iter_f11,Iter_acc2,Iter_cross2,Iter_recall2,Iter_pre2,Iter_f12,Iter_acc3,Iter_cross3,Iter_recall3,Iter_pre3,Iter_f13,Iter_acc4,Iter_cross4,Iter_recall4,Iter_pre4,Iter_f14,Iter_acc5,Iter_cross5,Iter_recall5,Iter_pre5,Iter_f15,Iter_acc6,Iter_cross6,Iter_recall6,Iter_pre6,Iter_f16,Iter_acc7,Iter_cross7,Iter_recall7,Iter_pre7,Iter_f17,Iter_acc8,Iter_cross8,Iter_recall8,Iter_pre8,Iter_f18,Iter_acc9,Iter_cross9,Iter_recall9,Iter_pre9,Iter_f19,Iter_acc10,Iter_cross10,Iter_recall10,Iter_pre10,Iter_f110
GWO,LSTM_,316.06041145324707,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.4285714328289032
